crop,disease,image_location,description,treatment
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/26.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/27.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/28.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/29.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/30.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/31.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/32.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/33.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/34.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/35.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/36.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/37.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/38.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/39.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/40.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/41.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/42.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/43.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/44.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/45.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/46.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/47.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/48.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/49.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/50.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/51.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/52.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/53.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/54.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/55.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/56.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/57.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/58.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/59.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/60.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/61.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/62.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/63.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/64.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/65.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/66.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/67.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/68.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/69.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/70.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/71.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/72.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/73.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/74.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/75.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/76.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/77.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/78.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/79.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/80.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/81.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/82.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/83.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/84.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/85.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/86.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/87.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/88.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/89.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/90.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/91.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/92.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/93.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/94.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/95.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/96.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/97.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/98.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/99.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/100.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/101.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/102.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/103.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/104.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/105.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/106.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/107.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/108.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/109.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/110.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/111.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/112.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/113.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/114.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/115.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/116.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/117.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/118.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/119.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/120.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/121.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/122.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/123.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/124.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/125.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/126.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/127.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/128.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/129.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/130.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/131.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/132.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/133.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/134.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/135.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/136.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/137.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/138.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/139.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/140.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/141.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/142.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/143.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/144.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/145.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/146.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/147.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/148.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/149.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/150.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/151.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/152.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/153.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/154.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/155.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/156.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/157.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/158.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/159.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/160.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/161.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/162.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/163.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/164.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/165.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/166.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/167.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/168.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/169.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/170.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/171.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/172.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/173.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/174.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/175.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/176.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/177.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/178.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/179.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/180.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/181.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/182.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/183.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/184.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/185.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/186.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
Tomato,Spider Mites,data/crops_diseases/images/Tomato___Spider_mites Two-spotted_spider_mite/187.jpg,Tiny pests causing yellow stippling on leaves,Use miticides or insecticidal soap
